"Nazwa";"Marka";"Kategorie (x,y,z...)";"Cena zawiera podatek. (brutto)";"Podsumowanie";"Opis";"Adresy URL zdjęcia (x,y,z...)";"Ilość"
"Radeon RX 6600 GAMING Pulse 8GB GDDR6 ";"Sapphire";"Karty graficzne AMD";1399;"Układ: Radeon™ RX 6600<br/>Pamięć: 8 GB<br/>Rodzaj pamięci: GDDR6<br/>Złącza: HDMI 2.1 - 1 szt., DisplayPort 1.4 - 3 szt.<br/>Taktowanie pamięci: 14000 MHz";"Układ: Radeon™ RX 6600<br/>Pamięć: 8 GB<br/>Rodzaj pamięci: GDDR6<br/>Złącza: HDMI 2.1 - 1 szt., DisplayPort 1.4 - 3 szt.<br/>Taktowanie pamięci: 14000 MHz";"http://127.0.0.1/product_images/pr_2021_10_21_15_1_9_475_00.jpg";100
"GeForce GTX 1660 Super Twin X2 6GB GDDR6";"Inno3D";"Karty graficzne NVIDIA";1429;"Układ: GeForce GTX 1660 SUPER<br/>Pamięć: 6 GB<br/>Rodzaj pamięci: GDDR6<br/>Złącza: HDMI 2.0b - 1 szt., DVI-D - 1 szt., DisplayPort 1.4 - 1 szt.<br/>Taktowanie pamięci: 14000 MHz<br/>Taktowanie rdzenia: 1530 MHz";"Układ: GeForce GTX 1660 SUPER<br/>Pamięć: 6 GB<br/>Rodzaj pamięci: GDDR6<br/>Złącza: HDMI 2.0b - 1 szt., DVI-D - 1 szt., DisplayPort 1.4 - 1 szt.<br/>Taktowanie pamięci: 14000 MHz<br/>Taktowanie rdzenia: 1530 MHz";"http://127.0.0.1/product_images/pr_2021_10_1_15_46_39_485_00.jpg";100
"GeForce RTX 3070 VISION OC LHR 8GB GDDR6";"Gigabyte";"Karty graficzne NVIDIA";3459;"Układ: GeForce RTX 3070<br/>Pamięć: 8 GB<br/>Rodzaj pamięci: GDDR6<br/>Złącza: HDMI 2.1 - 2 szt., DisplayPort 1.4a - 2 szt.<br/>Taktowanie pamięci: 14000 MHz<br/>Taktowanie rdzenia: 1815 MHz";"Układ: GeForce RTX 3070<br/>Pamięć: 8 GB<br/>Rodzaj pamięci: GDDR6<br/>Złącza: HDMI 2.1 - 2 szt., DisplayPort 1.4a - 2 szt.<br/>Taktowanie pamięci: 14000 MHz<br/>Taktowanie rdzenia: 1815 MHz";"http://127.0.0.1/product_images/pr_2021_9_1_16_7_3_112_00.jpg";100
"GeForce RTX 3080 SG 1-Click OC LHR 10GB GDDR6X";"KFA2";"Karty graficzne NVIDIA";4499;"Układ: GeForce RTX 3080<br/>Pamięć: 10 GB<br/>Rodzaj pamięci: GDDR6X<br/>Złącza: HDMI - 1 szt., DisplayPort - 3 szt.<br/>Taktowanie pamięci: 19000 MHz<br/>Taktowanie rdzenia: 1710 MHz";"Układ: GeForce RTX 3080<br/>Pamięć: 10 GB<br/>Rodzaj pamięci: GDDR6X<br/>Złącza: HDMI - 1 szt., DisplayPort - 3 szt.<br/>Taktowanie pamięci: 19000 MHz<br/>Taktowanie rdzenia: 1710 MHz";"http://127.0.0.1/product_images/pr_2021_8_11_11_12_29_453_13.jpg";100
"Radeon RX 6600 XT 8GB Challenger D OC 8GB GDDR6";"ASRock";"Karty graficzne AMD";2299;"Układ: Radeon™ RX 6600 XT<br/>Pamięć: 8 GB<br/>Rodzaj pamięci: GDDR6<br/>Złącza: HDMI - 1 szt., DisplayPort - 3 szt.";"Układ: Radeon™ RX 6600 XT<br/>Pamięć: 8 GB<br/>Rodzaj pamięci: GDDR6<br/>Złącza: HDMI - 1 szt., DisplayPort - 3 szt.";"http://127.0.0.1/product_images/pr_2021_8_10_13_51_4_911_04.jpg";100
"GeForce RTX 3070 TUF GAMING OC V2 LHR 8GB GDDR6";"ASUS";"Karty graficzne NVIDIA";3799;"Układ: GeForce RTX 3070<br/>Pamięć: 8 GB<br/>Rodzaj pamięci: GDDR6<br/>Złącza: HDMI - 2 szt., DisplayPort - 3 szt.<br/>Taktowanie pamięci: 14000 MHz<br/>Taktowanie rdzenia: 1845  MHz";"Układ: GeForce RTX 3070<br/>Pamięć: 8 GB<br/>Rodzaj pamięci: GDDR6<br/>Złącza: HDMI - 2 szt., DisplayPort - 3 szt.<br/>Taktowanie pamięci: 14000 MHz<br/>Taktowanie rdzenia: 1845  MHz";"http://127.0.0.1/product_images/pr_2021_8_11_15_34_52_674_01.jpg";100
"Radeon RX 6600 XT Dual OC 8GB GDDR6";"ASUS";"Karty graficzne AMD";2299;"Układ: Radeon™ RX 6600 XT<br/>Pamięć: 8 GB<br/>Rodzaj pamięci: GDDR6<br/>Złącza: HDMI - 1 szt., DisplayPort - 3 szt.<br/>Taktowanie pamięci: 16000 MHz";"Układ: Radeon™ RX 6600 XT<br/>Pamięć: 8 GB<br/>Rodzaj pamięci: GDDR6<br/>Złącza: HDMI - 1 szt., DisplayPort - 3 szt.<br/>Taktowanie pamięci: 16000 MHz";"http://127.0.0.1/product_images/pr_2021_8_3_14_16_4_0_01.jpg";100
"GeForce RTX 3060 Phoenix V2 LHR 12GB GDDR6";"ASUS";"Karty graficzne NVIDIA";2149;"Układ: GeForce RTX 3060<br/>Pamięć: 12 GB<br/>Rodzaj pamięci: GDDR6<br/>Złącza: HDMI - 1 szt., DisplayPort - 3 szt.<br/>Taktowanie pamięci: 15000 MHz";"Układ: GeForce RTX 3060<br/>Pamięć: 12 GB<br/>Rodzaj pamięci: GDDR6<br/>Złącza: HDMI - 1 szt., DisplayPort - 3 szt.<br/>Taktowanie pamięci: 15000 MHz";"http://127.0.0.1/product_images/pr_2021_8_3_9_35_32_870_06.jpg";100
" GeForce RTX 3070 AORUS MASTER LHR 8GB GDDR6";"Gigabyte";"Karty graficzne NVIDIA";3599;"Układ: GeForce RTX 3070<br/>Pamięć: 8 GB<br/>Rodzaj pamięci: GDDR6<br/>Złącza: HDMI - 3 szt., DisplayPort - 3 szt.<br/>Taktowanie pamięci: 14000 MHz<br/>Taktowanie rdzenia: 1845  MHz";"Układ: GeForce RTX 3070<br/>Pamięć: 8 GB<br/>Rodzaj pamięci: GDDR6<br/>Złącza: HDMI - 3 szt., DisplayPort - 3 szt.<br/>Taktowanie pamięci: 14000 MHz<br/>Taktowanie rdzenia: 1845  MHz";"http://127.0.0.1/product_images/pr_2021_7_27_11_45_43_294_05.jpg";100
"Quadro T1000 4GB GDDR6";"PNY";"Karty graficzne NVIDIA";2149;"Układ: Quadro T1000<br/>Pamięć: 4 GB<br/>Rodzaj pamięci: GDDR6<br/>Złącza: mini DisplayPort - 4 szt.";"Układ: Quadro T1000<br/>Pamięć: 4 GB<br/>Rodzaj pamięci: GDDR6<br/>Złącza: mini DisplayPort - 4 szt.";"http://127.0.0.1/product_images/pr_2021_7_26_14_2_49_841_03.jpg";100
"GeForce RTX 3060 Ti DUAL MINI OC V2 LHR 8GB GDDR6 ";"ASUS";"Karty graficzne NVIDIA";2699;"Układ: GeForce RTX 3060 Ti<br/>Pamięć: 8 GB<br/>Rodzaj pamięci: GDDR6<br/>Złącza: HDMI - 1 szt., DisplayPort - 3 szt.<br/>Taktowanie pamięci: 14000 MHz<br/>Taktowanie rdzenia: 1710 MHz";"Układ: GeForce RTX 3060 Ti<br/>Pamięć: 8 GB<br/>Rodzaj pamięci: GDDR6<br/>Złącza: HDMI - 1 szt., DisplayPort - 3 szt.<br/>Taktowanie pamięci: 14000 MHz<br/>Taktowanie rdzenia: 1710 MHz";"http://127.0.0.1/product_images/pr_2021_7_1_8_1_33_500_00.jpg";100
"Radeon PRO W6600 8GB GDDR6";"AMD";"Karty graficzne AMD";2689;"Układ: Radeon™ Pro W6600<br/>Pamięć: 8 GB<br/>Rodzaj pamięci: GDDR6<br/>Złącza: DisplayPort - 4 szt.";"Układ: Radeon™ Pro W6600<br/>Pamięć: 8 GB<br/>Rodzaj pamięci: GDDR6<br/>Złącza: DisplayPort - 4 szt.";"http://127.0.0.1/product_images/pr_2021_8_17_10_32_10_458_00.jpg";100
"GeForce RTX 3070 Gaming Twin Edge OC LHR 8GB GDDR6";"Zotac";"Karty graficzne NVIDIA";3199;"Układ: GeForce RTX 3070<br/>Pamięć: 8 GB<br/>Rodzaj pamięci: GDDR6<br/>Złącza: HDMI - 1 szt., DisplayPort - 3 szt.<br/>Taktowanie pamięci: 14000 MHz<br/>Taktowanie rdzenia: 1755 MHz";"Układ: GeForce RTX 3070<br/>Pamięć: 8 GB<br/>Rodzaj pamięci: GDDR6<br/>Złącza: HDMI - 1 szt., DisplayPort - 3 szt.<br/>Taktowanie pamięci: 14000 MHz<br/>Taktowanie rdzenia: 1755 MHz";"http://127.0.0.1/product_images/pr_2021_6_25_14_46_0_889_05.jpg";100
"GeForce RTX 3060 Ti VENTUS 3X OC LHR 8GB GDDR6";"MSI";"Karty graficzne NVIDIA";2699;"Układ: GeForce RTX 3060 Ti<br/>Pamięć: 8 GB<br/>Rodzaj pamięci: GDDR6<br/>Złącza: HDMI - 1 szt., DisplayPort - 3 szt.<br/>Taktowanie pamięci: 14000 MHz<br/>Taktowanie rdzenia: 1695 MHz";"Układ: GeForce RTX 3060 Ti<br/>Pamięć: 8 GB<br/>Rodzaj pamięci: GDDR6<br/>Złącza: HDMI - 1 szt., DisplayPort - 3 szt.<br/>Taktowanie pamięci: 14000 MHz<br/>Taktowanie rdzenia: 1695 MHz";"http://127.0.0.1/product_images/pr_2021_6_16_15_4_9_522_00.jpg";100
"GeForce RTX 3070 Ti Phoenix 8GB GDDR6X";"Gainward";"Karty graficzne NVIDIA";3799;"Układ: GeForce RTX 3070 Ti<br/>Pamięć: 8 GB<br/>Rodzaj pamięci: GDDR6X<br/>Złącza: HDMI - 1 szt., DisplayPort - 3 szt.<br/>Taktowanie pamięci: 9500 MHz<br/>Taktowanie rdzenia: 1770 MHz";"Układ: GeForce RTX 3070 Ti<br/>Pamięć: 8 GB<br/>Rodzaj pamięci: GDDR6X<br/>Złącza: HDMI - 1 szt., DisplayPort - 3 szt.<br/>Taktowanie pamięci: 9500 MHz<br/>Taktowanie rdzenia: 1770 MHz";"http://127.0.0.1/product_images/pr_2021_6_9_14_40_58_28_03.jpg";100
"GeForce RTX 3070 Ti Gaming Trinity 8GB GDDRX6";"Zotac";"Karty graficzne NVIDIA";3599;"Układ: GeForce RTX 3070 Ti<br/>Pamięć: 8 GB<br/>Rodzaj pamięci: GDDR6X<br/>Złącza: HDMI - 1 szt., DisplayPort - 3 szt.<br/>Taktowanie pamięci: 19000 MHz<br/>Taktowanie rdzenia: 1770 MHz";"Układ: GeForce RTX 3070 Ti<br/>Pamięć: 8 GB<br/>Rodzaj pamięci: GDDR6X<br/>Złącza: HDMI - 1 szt., DisplayPort - 3 szt.<br/>Taktowanie pamięci: 19000 MHz<br/>Taktowanie rdzenia: 1770 MHz";"http://127.0.0.1/product_images/pr_2021_6_9_13_24_47_643_05.jpg";100
"GeForce RTX 3070 Ti GAMING X TRIO LHR 8GB GDDR6X";"MSI";"Karty graficzne NVIDIA";4449;"Układ: GeForce RTX 3070 Ti<br/>Pamięć: 8 GB<br/>Rodzaj pamięci: GDDR6X<br/>Złącza: HDMI - 1 szt., DisplayPort - 3 szt.<br/>Taktowanie pamięci: 19000 MHz<br/>Taktowanie rdzenia: 1830 MHz";"Układ: GeForce RTX 3070 Ti<br/>Pamięć: 8 GB<br/>Rodzaj pamięci: GDDR6X<br/>Złącza: HDMI - 1 szt., DisplayPort - 3 szt.<br/>Taktowanie pamięci: 19000 MHz<br/>Taktowanie rdzenia: 1830 MHz";"http://127.0.0.1/product_images/pr_2021_6_10_12_43_27_880_05.jpg";100
"GeForce GTX 1650 Phoenix OC 4GB GDDR6";"ASUS";"Karty graficzne NVIDIA";1149;"Układ: GeForce GTX 1650<br/>Pamięć: 4 GB<br/>Rodzaj pamięci: GDDR6<br/>Złącza: HDMI - 1 szt., DVI-D - 1 szt., DisplayPort - 1 szt.<br/>Taktowanie pamięci: 12000 MHz";"Układ: GeForce GTX 1650<br/>Pamięć: 4 GB<br/>Rodzaj pamięci: GDDR6<br/>Złącza: HDMI - 1 szt., DVI-D - 1 szt., DisplayPort - 1 szt.<br/>Taktowanie pamięci: 12000 MHz";"http://127.0.0.1/product_images/pr_2021_4_10_10_30_49_767_03.jpg";100
"Radeon Pro W5500 8GB GDDR6 ";"AMD";"Karty graficzne AMD";2279;"Układ: Radeon™ Pro W5500<br/>Pamięć: 8 GB<br/>Rodzaj pamięci: GDDR6<br/>Złącza: DisplayPort - 4 szt.<br/>Taktowanie pamięci: 14000 MHz<br/>Taktowanie rdzenia: 1900 MHz";"Układ: Radeon™ Pro W5500<br/>Pamięć: 8 GB<br/>Rodzaj pamięci: GDDR6<br/>Złącza: DisplayPort - 4 szt.<br/>Taktowanie pamięci: 14000 MHz<br/>Taktowanie rdzenia: 1900 MHz";"http://127.0.0.1/product_images/pr_2021_2_2_11_53_33_329_00.jpg";100
"Radeon RX 6900 XT GAMING OC 16GB GDDR6";"Gigabyte";"Karty graficzne AMD";7199;"Układ: Radeon™ RX 6900 XT<br/>Pamięć: 16 GB<br/>Rodzaj pamięci: GDDR6<br/>Złącza: HDMI - 2 szt., DisplayPort - 2 szt.<br/>Taktowanie pamięci: 16000 MHz<br/>Taktowanie rdzenia: 2285 MHz";"Układ: Radeon™ RX 6900 XT<br/>Pamięć: 16 GB<br/>Rodzaj pamięci: GDDR6<br/>Złącza: HDMI - 2 szt., DisplayPort - 2 szt.<br/>Taktowanie pamięci: 16000 MHz<br/>Taktowanie rdzenia: 2285 MHz";"http://127.0.0.1/product_images/pr_2021_1_25_11_57_14_674_06.jpg";100
"Quadro P2200 5GB GDDR5";"PNY";"Karty graficzne NVIDIA";2749;"Układ: Quadro P2200<br/>Pamięć: 5 GB<br/>Rodzaj pamięci: GDDR5X<br/>Złącza: DisplayPort - 4 szt.";"Układ: Quadro P2200<br/>Pamięć: 5 GB<br/>Rodzaj pamięci: GDDR5X<br/>Złącza: DisplayPort - 4 szt.";"http://127.0.0.1/product_images/pr_2021_1_19_13_41_23_657_03.jpg";100
"Quadro P400 V2 2GB GDDR5";"PNY";"Karty graficzne NVIDIA";669;"Układ: Quadro P400<br/>Pamięć: 2 GB<br/>Rodzaj pamięci: GDDR5<br/>Złącza: mini DisplayPort - 3 szt.<br/>Taktowanie pamięci: 4000 MHz<br/>Taktowanie rdzenia: 1070 MHz";"Układ: Quadro P400<br/>Pamięć: 2 GB<br/>Rodzaj pamięci: GDDR5<br/>Złącza: mini DisplayPort - 3 szt.<br/>Taktowanie pamięci: 4000 MHz<br/>Taktowanie rdzenia: 1070 MHz";"http://127.0.0.1/product_images/pr_2021_1_19_13_13_17_554_02.jpg";100
"GeForce GTX 1650 D6 GamingPro 4GB GDDR6";"Palit";"Karty graficzne NVIDIA";979;"Układ: GeForce GTX 1650<br/>Pamięć: 4 GB<br/>Rodzaj pamięci: GDDR6<br/>Złącza: HDMI - 1 szt., DisplayPort - 2 szt.<br/>Taktowanie pamięci: 12000 MHz<br/>Taktowanie rdzenia: 1410 MHz ";"Układ: GeForce GTX 1650<br/>Pamięć: 4 GB<br/>Rodzaj pamięci: GDDR6<br/>Złącza: HDMI - 1 szt., DisplayPort - 2 szt.<br/>Taktowanie pamięci: 12000 MHz<br/>Taktowanie rdzenia: 1410 MHz ";"http://127.0.0.1/product_images/pr_2021_3_24_14_50_47_203_00.jpg";100
"GeForce RTX 3070 Gaming Pro 8GB GDDR6";"Palit";"Karty graficzne NVIDIA";3199;"Układ: GeForce RTX 3070<br/>Pamięć: 8 GB<br/>Rodzaj pamięci: GDDR6<br/>Złącza: HDMI - 1 szt., DisplayPort - 3 szt.<br/>Taktowanie pamięci: 14000 MHz<br/>Taktowanie rdzenia: 1500 MHz ";"Układ: GeForce RTX 3070<br/>Pamięć: 8 GB<br/>Rodzaj pamięci: GDDR6<br/>Złącza: HDMI - 1 szt., DisplayPort - 3 szt.<br/>Taktowanie pamięci: 14000 MHz<br/>Taktowanie rdzenia: 1500 MHz ";"http://127.0.0.1/product_images/pr_2020_10_29_10_15_49_809_00.jpg";100
"GeForce GTX 1650 Windforce D6 OC 4GB GDDR6";"Gigabyte";"Karty graficzne NVIDIA";1329;"Układ: GeForce GTX 1650<br/>Pamięć: 4 GB<br/>Rodzaj pamięci: GDDR6<br/>Złącza: HDMI - 1 szt., DVI - 1 szt., DisplayPort - 1 szt.<br/>Taktowanie pamięci: 12000 MHz<br/>Taktowanie rdzenia: 1590 MHz ";"Układ: GeForce GTX 1650<br/>Pamięć: 4 GB<br/>Rodzaj pamięci: GDDR6<br/>Złącza: HDMI - 1 szt., DVI - 1 szt., DisplayPort - 1 szt.<br/>Taktowanie pamięci: 12000 MHz<br/>Taktowanie rdzenia: 1590 MHz ";"http://127.0.0.1/product_images/pr_2020_7_16_9_12_14_381_04.jpg";100
"GeForce GTX 1650 EX 1-Click OC 4GB GDDR6";"KFA2";"Karty graficzne NVIDIA";899;"Układ: GeForce GTX 1650<br/>Pamięć: 4 GB<br/>Rodzaj pamięci: GDDR6<br/>Złącza: HDMI - 1 szt., DVI - 1 szt., DisplayPort - 1 szt.<br/>Taktowanie pamięci: 8000 MHz<br/>Taktowanie rdzenia: 1620 MHz";"Układ: GeForce GTX 1650<br/>Pamięć: 4 GB<br/>Rodzaj pamięci: GDDR6<br/>Złącza: HDMI - 1 szt., DVI - 1 szt., DisplayPort - 1 szt.<br/>Taktowanie pamięci: 8000 MHz<br/>Taktowanie rdzenia: 1620 MHz";"http://127.0.0.1/product_images/pr_2020_6_8_11_10_10_455_05.jpg";100
"GeForce GTX 1650 TUF Gaming 4GB GDDR6";"ASUS";"Karty graficzne NVIDIA";1099;"Układ: GeForce GTX 1650<br/>Pamięć: 4 GB<br/>Rodzaj pamięci: GDDR6<br/>Złącza: HDMI - 1 szt., DVI - 1 szt., DisplayPort - 1 szt.<br/>Taktowanie pamięci: 12000 MHz<br/>Taktowanie rdzenia: 1410 MHz";"Układ: GeForce GTX 1650<br/>Pamięć: 4 GB<br/>Rodzaj pamięci: GDDR6<br/>Złącza: HDMI - 1 szt., DVI - 1 szt., DisplayPort - 1 szt.<br/>Taktowanie pamięci: 12000 MHz<br/>Taktowanie rdzenia: 1410 MHz";"http://127.0.0.1/product_images/pr_2020_5_22_18_45_40_638_03.jpg";100
"GeForce GTX 1650 TUF Gaming OC 4GB GDDR6";"ASUS";"Karty graficzne NVIDIA";1199;"Układ: GeForce GTX 1650<br/>Pamięć: 4 GB<br/>Rodzaj pamięci: GDDR6<br/>Złącza: HDMI - 1 szt., DVI - 1 szt., DisplayPort - 1 szt.<br/>Taktowanie pamięci: 12000 MHz<br/>Taktowanie rdzenia: 1410 MHz ";"Układ: GeForce GTX 1650<br/>Pamięć: 4 GB<br/>Rodzaj pamięci: GDDR6<br/>Złącza: HDMI - 1 szt., DVI - 1 szt., DisplayPort - 1 szt.<br/>Taktowanie pamięci: 12000 MHz<br/>Taktowanie rdzenia: 1410 MHz ";"http://127.0.0.1/product_images/pr_2020_5_22_18_56_44_617_04.jpg";100
"GeForce RTX 2060 DUAL EVO 6GB GDDR6";"ASUS";"Karty graficzne NVIDIA";1589;"Układ: GeForce RTX 2060<br/>Pamięć: 6 GB<br/>Rodzaj pamięci: GDDR6<br/>Złącza: HDMI - 2 szt., DVI - 1 szt., DisplayPort - 1 szt.<br/>Taktowanie pamięci: 14000 MHz<br/>Taktowanie rdzenia: 1365 MHz";"Układ: GeForce RTX 2060<br/>Pamięć: 6 GB<br/>Rodzaj pamięci: GDDR6<br/>Złącza: HDMI - 2 szt., DVI - 1 szt., DisplayPort - 1 szt.<br/>Taktowanie pamięci: 14000 MHz<br/>Taktowanie rdzenia: 1365 MHz";"http://127.0.0.1/product_images/pr_2020_1_24_8_41_45_923_04.jpg";100
"GeForce GTX 1660 SUPER Phoenix OC 6GB GDDR6";"ASUS";"Karty graficzne NVIDIA";1669;"Układ: GeForce GTX 1660 SUPER<br/>Pamięć: 6 GB<br/>Rodzaj pamięci: GDDR6<br/>Złącza: HDMI - 1 szt., DVI - 1 szt., DisplayPort - 1 szt.<br/>Taktowanie pamięci: 14002 MHz<br/>Taktowanie rdzenia: 1530 MHz";"Układ: GeForce GTX 1660 SUPER<br/>Pamięć: 6 GB<br/>Rodzaj pamięci: GDDR6<br/>Złącza: HDMI - 1 szt., DVI - 1 szt., DisplayPort - 1 szt.<br/>Taktowanie pamięci: 14002 MHz<br/>Taktowanie rdzenia: 1530 MHz";"http://127.0.0.1/product_images/pr_2019_10_30_11_25_12_847_02.jpg";100
"GeForce GTX 1660 SUPER DUAL OC EVO 6GB GDDR6";"ASUS";"Karty graficzne NVIDIA";1499;"Układ: GeForce GTX 1660 SUPER<br/>Pamięć: 6 GB<br/>Rodzaj pamięci: GDDR6<br/>Złącza: HDMI - 1 szt., DVI - 1 szt., DisplayPort - 1 szt.<br/>Taktowanie pamięci: 14002 MHz<br/>Taktowanie rdzenia: 1530 MHz";"Układ: GeForce GTX 1660 SUPER<br/>Pamięć: 6 GB<br/>Rodzaj pamięci: GDDR6<br/>Złącza: HDMI - 1 szt., DVI - 1 szt., DisplayPort - 1 szt.<br/>Taktowanie pamięci: 14002 MHz<br/>Taktowanie rdzenia: 1530 MHz";"http://127.0.0.1/product_images/pr_2019_10_30_11_19_29_248_04.jpg";100
"GeForce GTX 1650 Dual OC 4GB GDDR5";"ASUS";"Karty graficzne NVIDIA";1149;"Układ: GeForce GTX 1650<br/>Pamięć: 4 GB<br/>Rodzaj pamięci: GDDR5<br/>Złącza: HDMI - 1 szt., DVI - 1 szt., DisplayPort - 1 szt.<br/>Taktowanie pamięci: 8002 MHz<br/>Taktowanie rdzenia: 1485 MHz";"Układ: GeForce GTX 1650<br/>Pamięć: 4 GB<br/>Rodzaj pamięci: GDDR5<br/>Złącza: HDMI - 1 szt., DVI - 1 szt., DisplayPort - 1 szt.<br/>Taktowanie pamięci: 8002 MHz<br/>Taktowanie rdzenia: 1485 MHz";"http://127.0.0.1/product_images/pr_2019_4_23_12_11_10_822_01.jpg";100
"GeForce GT 1030 Low Profile 2GB DDR4";"Gigabyte";"Karty graficzne NVIDIA";529;"Układ: GeForce GT 1030<br/>Pamięć: 2 GB<br/>Rodzaj pamięci: DDR4<br/>Złącza: HDMI - 1 szt., DVI - 1 szt.<br/>Taktowanie pamięci: 2100 MHz<br/>Taktowanie rdzenia: 1177 MHz";"Układ: GeForce GT 1030<br/>Pamięć: 2 GB<br/>Rodzaj pamięci: DDR4<br/>Złącza: HDMI - 1 szt., DVI - 1 szt.<br/>Taktowanie pamięci: 2100 MHz<br/>Taktowanie rdzenia: 1177 MHz";"http://127.0.0.1/product_images/pr_2018_5_9_18_19_31_242_03.png";100
"GeForce GT 1030 2GB DDR4";"Palit";"Karty graficzne NVIDIA";529;"Układ: GeForce GT 1030<br/>Pamięć: 2 GB<br/>Rodzaj pamięci: DDR4<br/>Złącza: HDMI - 1 szt., DVI - 1 szt.<br/>Taktowanie pamięci: 2100 MHz<br/>Taktowanie rdzenia: 1151 MHz";"Układ: GeForce GT 1030<br/>Pamięć: 2 GB<br/>Rodzaj pamięci: DDR4<br/>Złącza: HDMI - 1 szt., DVI - 1 szt.<br/>Taktowanie pamięci: 2100 MHz<br/>Taktowanie rdzenia: 1151 MHz";"http://127.0.0.1/product_images/pr_2018_5_9_10_26_20_612_00.jpg";100
"Quadro P1000 DVI 4GB GDDR5";"PNY";"Karty graficzne NVIDIA";1999;"Układ: Quadro P1000<br/>Pamięć: 4 GB<br/>Rodzaj pamięci: GDDR5<br/>Złącza: mini DisplayPort - 4 szt.";"Układ: Quadro P1000<br/>Pamięć: 4 GB<br/>Rodzaj pamięci: GDDR5<br/>Złącza: mini DisplayPort - 4 szt.";"http://127.0.0.1/product_images/pr_2018_4_9_11_47_25_597_00.jpg";100
"Radeon Pro WX 7100 8GB GDDR5";"AMD";"Karty graficzne AMD";2449;"Układ: Radeon™ Pro WX 7100<br/>Pamięć: 8 GB<br/>Rodzaj pamięci: GDDR5<br/>Złącza: DisplayPort - 4 szt.<br/>Taktowanie pamięci: 7000 MHz<br/>Taktowanie rdzenia: 1188 MHz";"Układ: Radeon™ Pro WX 7100<br/>Pamięć: 8 GB<br/>Rodzaj pamięci: GDDR5<br/>Złącza: DisplayPort - 4 szt.<br/>Taktowanie pamięci: 7000 MHz<br/>Taktowanie rdzenia: 1188 MHz";"http://127.0.0.1/product_images/pr_2018_6_9_9_3_10_528_00.jpg";100
"GeForce GT 1030 2GB GDDR5";"Zotac";"Karty graficzne NVIDIA";459;"Układ: GeForce GT 1030<br/>Pamięć: 2 GB<br/>Rodzaj pamięci: GDDR5<br/>Złącza: HDMI - 1 szt., DVI - 1 szt.<br/>Taktowanie pamięci: 6000 MHz<br/>Taktowanie rdzenia: 1227 MHz";"Układ: GeForce GT 1030<br/>Pamięć: 2 GB<br/>Rodzaj pamięci: GDDR5<br/>Złącza: HDMI - 1 szt., DVI - 1 szt.<br/>Taktowanie pamięci: 6000 MHz<br/>Taktowanie rdzenia: 1227 MHz";"http://127.0.0.1/product_images/pr_2017_10_20_11_54_36_789_00.jpg";100
