"Nazwa";"Marka";"Kategorie (x,y,z...)";"Cena zawiera podatek. (brutto)";"Podsumowanie";"Opis";"Adresy URL zdjęcia (x,y,z...)";"Ilość"
"Rival 650";"SteelSeries";"Myszki bezprzewodowe";339;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 7<br/>Rozdzielczość: 12000 dpi<br/>Interfejs: USB<br/>Czas pracy na baterii: Do 24 godzin<br/>Profil: Praworęczny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 7<br/>Rozdzielczość: 12000 dpi<br/>Interfejs: USB<br/>Czas pracy na baterii: Do 24 godzin<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2020_4_27_12_44_33_490_00.jpg";100
"G305 LIGHTSPEED czarna";"Logitech";"Myszki bezprzewodowe";229;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 12000 dpi<br/>Interfejs: 2,4 GHz<br/>Czas pracy na baterii: Do 9 miesięcy<br/>Profil: Uniwersalny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 12000 dpi<br/>Interfejs: 2,4 GHz<br/>Czas pracy na baterii: Do 9 miesięcy<br/>Profil: Uniwersalny";"http://127.0.0.1/product_images/pr_2020_4_22_8_26_36_691_00.jpg";100
"Basilisk X Hyperspeed";"Razer";"Myszki bezprzewodowe";199;"Typ myszy: Dla graczy, Multimedialna<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 16000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth<br/>Czas pracy na baterii: Do 285 godzin - tryb HyperSpeed, Do 450 godzin - tryb bluetooth<br/>Profil: Praworęczny";"Typ myszy: Dla graczy, Multimedialna<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 16000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth<br/>Czas pracy na baterii: Do 285 godzin - tryb HyperSpeed, Do 450 godzin - tryb bluetooth<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2020_4_8_7_44_11_203_00.jpg";100
"G PRO X SUPERLIGHT Czarny ";"Logitech";"Myszki bezprzewodowe";599;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 5<br/>Rozdzielczość: 24500 dpi<br/>Interfejs: 2,4 GHz, USB<br/>Czas pracy na baterii: Do 70 godzin<br/>Profil: Praworęczny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 5<br/>Rozdzielczość: 24500 dpi<br/>Interfejs: 2,4 GHz, USB<br/>Czas pracy na baterii: Do 70 godzin<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2020_12_16_15_7_53_691_00.jpg";100
"LIX Wireless";"SPC Gear";"Myszki bezprzewodowe";229;"Typ myszy: Dla graczy, Mobilna<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 16000 dpi<br/>Interfejs: 2,4 GHz<br/>Profil: Praworęczny";"Typ myszy: Dla graczy, Mobilna<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 16000 dpi<br/>Interfejs: 2,4 GHz<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2022_5_17_14_47_43_92_00.jpg";100
"G502 X PLUS czarna";"Logitech";"Myszki bezprzewodowe";698.99;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 13<br/>Rozdzielczość: 25600 dpi<br/>Interfejs: 2,4 GHz<br/>Czas pracy na baterii: Do 120 godzin<br/>Profil: Praworęczny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 13<br/>Rozdzielczość: 25600 dpi<br/>Interfejs: 2,4 GHz<br/>Czas pracy na baterii: Do 120 godzin<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2022_8_31_7_49_9_876_00.jpg";100
"Rascal RGB Bezprzewodowa Myszka ";"Silver Monkey X";"Myszki bezprzewodowe";159;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 10000 dpi<br/>Interfejs: 2,4 GHz, USB-C<br/>Długość przewodu: 1,5 m<br/>Profil: Praworęczny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 10000 dpi<br/>Interfejs: 2,4 GHz, USB-C<br/>Długość przewodu: 1,5 m<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2022_5_13_12_4_7_538_00.jpg";100
"Aerox 9 Wireless";"SteelSeries";"Myszki bezprzewodowe";589;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 18<br/>Rozdzielczość: 18000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth<br/>Czas pracy na baterii: Do 180 godzin<br/>Profil: Praworęczny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 18<br/>Rozdzielczość: 18000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth<br/>Czas pracy na baterii: Do 180 godzin<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2022_4_12_14_46_51_536_00.jpg";100
"Griffin RGB Wireless";"Redragon";"Myszki bezprzewodowe";104.99;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 7<br/>Rozdzielczość: 8000 dpi<br/>Interfejs: 2,4 GHz, USB-C<br/>Profil: Praworęczny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 7<br/>Rozdzielczość: 8000 dpi<br/>Interfejs: 2,4 GHz, USB-C<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2021_11_5_16_11_53_487_00.jpg";100
"DeathAdder V3 Pro White";"Razer";"Myszki bezprzewodowe";679;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 5<br/>Rozdzielczość: 30000 dpi<br/>Interfejs: 2,4 GHz, USB<br/>Czas pracy na baterii: Do 90 godzin<br/>Profil: Praworęczny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 5<br/>Rozdzielczość: 30000 dpi<br/>Interfejs: 2,4 GHz, USB<br/>Czas pracy na baterii: Do 90 godzin<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2022_8_30_14_22_51_395_06.jpg";100
"G PRO X SUPERLIGHT Biały ";"Logitech";"Myszki bezprzewodowe";599;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 5<br/>Rozdzielczość: 24500 dpi<br/>Interfejs: 2,4 GHz, USB<br/>Czas pracy na baterii: Do 70 godzin<br/>Profil: Praworęczny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 5<br/>Rozdzielczość: 24500 dpi<br/>Interfejs: 2,4 GHz, USB<br/>Czas pracy na baterii: Do 70 godzin<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2020_12_16_15_12_55_962_00.jpg";100
"DeathAdder V3 Pro Black";"Razer";"Myszki bezprzewodowe";679;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 5<br/>Rozdzielczość: 30000 dpi<br/>Interfejs: 2,4 GHz, USB<br/>Czas pracy na baterii: Do 90 godzin<br/>Profil: Praworęczny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 5<br/>Rozdzielczość: 30000 dpi<br/>Interfejs: 2,4 GHz, USB<br/>Czas pracy na baterii: Do 90 godzin<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2022_8_30_14_23_1_65_00.jpg";100
"Galacta Pro";"KRUX";"Myszki bezprzewodowe";209;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 9<br/>Rozdzielczość: 16000 dpi<br/>Interfejs: 2,4 GHz, USB<br/>Czas pracy na baterii: Do 10 godzin<br/>Długość przewodu: 1,5 m<br/>Profil: Uniwersalny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 9<br/>Rozdzielczość: 16000 dpi<br/>Interfejs: 2,4 GHz, USB<br/>Czas pracy na baterii: Do 10 godzin<br/>Długość przewodu: 1,5 m<br/>Profil: Uniwersalny";"http://127.0.0.1/product_images/pr_2021_6_23_8_59_13_912_08.jpg";100
"Model O Wireless (Matte White)";"Glorious PC Gaming Race";"Myszki bezprzewodowe";449;"Typ myszy: Dla graczy, Mobilna<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 19000 dpi<br/>Interfejs: 2,4 GHz, USB<br/>Czas pracy na baterii: Do 71 godzin<br/>Długość przewodu: 2 m<br/>Profil: Praworęczny";"Typ myszy: Dla graczy, Mobilna<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 19000 dpi<br/>Interfejs: 2,4 GHz, USB<br/>Czas pracy na baterii: Do 71 godzin<br/>Długość przewodu: 2 m<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2022_10_10_14_51_50_468_04.jpg";100
"MM731 RGB";"Cooler Master";"Myszki bezprzewodowe";249;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 19000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth, USB<br/>Czas pracy na baterii: Do 190 godzin<br/>Długość przewodu: 1,8 m<br/>Profil: Praworęczny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 19000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth, USB<br/>Czas pracy na baterii: Do 190 godzin<br/>Długość przewodu: 1,8 m<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2022_2_16_9_35_55_210_06.jpg";100
"G PRO X SUPERLIGHT Magenta";"Logitech";"Myszki bezprzewodowe";599;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 5<br/>Rozdzielczość: 25600 dpi<br/>Interfejs: 2,4 GHz, USB<br/>Czas pracy na baterii: Do 70 godzin<br/>Profil: Praworęczny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 5<br/>Rozdzielczość: 25600 dpi<br/>Interfejs: 2,4 GHz, USB<br/>Czas pracy na baterii: Do 70 godzin<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2022_2_10_12_48_24_479_00.jpg";100
"G305 LIGHTSPEED K/DA";"Logitech";"Myszki bezprzewodowe";229;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 12000 dpi<br/>Interfejs: 2,4 GHz<br/>Czas pracy na baterii: Do 9 miesięcy<br/>Profil: Uniwersalny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 12000 dpi<br/>Interfejs: 2,4 GHz<br/>Czas pracy na baterii: Do 9 miesięcy<br/>Profil: Uniwersalny";"http://127.0.0.1/product_images/pr_2021_6_18_15_22_40_468_00.jpg";100
"Prime Wireless";"SteelSeries";"Myszki bezprzewodowe";429;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 5<br/>Rozdzielczość: 18000 dpi<br/>Interfejs: 2,4 GHz, USB, USB-C<br/>Czas pracy na baterii: Do 100 godzin<br/>Długość przewodu: 2 m<br/>Profil: Praworęczny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 5<br/>Rozdzielczość: 18000 dpi<br/>Interfejs: 2,4 GHz, USB, USB-C<br/>Czas pracy na baterii: Do 100 godzin<br/>Długość przewodu: 2 m<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2022_6_24_9_42_47_735_00.jpg";100
"Aerox 3 Wireless Onyx (2022)";"SteelSeries";"Myszki bezprzewodowe";399;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 18000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth, USB<br/>Czas pracy na baterii: Do 80 godzin, Do 200 godzin - tryb bluetooth<br/>Profil: Praworęczny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 18000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth, USB<br/>Czas pracy na baterii: Do 80 godzin, Do 200 godzin - tryb bluetooth<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2022_1_17_8_7_14_403_02.jpg";100
"G502 LIGHTSPEED HERO ";"Logitech";"Myszki bezprzewodowe";549;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 11<br/>Rozdzielczość: 25600 dpi<br/>Interfejs: 2,4 GHz<br/>Czas pracy na baterii: Do 60 godzin<br/>Profil: Praworęczny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 11<br/>Rozdzielczość: 25600 dpi<br/>Interfejs: 2,4 GHz<br/>Czas pracy na baterii: Do 60 godzin<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2020_4_22_9_23_45_140_00.jpg";100
"G305 LIGHTSPEED biała";"Logitech";"Myszki bezprzewodowe";229;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 12000 dpi<br/>Interfejs: 2,4 GHz<br/>Czas pracy na baterii: Do 9 miesięcy<br/>Profil: Uniwersalny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 12000 dpi<br/>Interfejs: 2,4 GHz<br/>Czas pracy na baterii: Do 9 miesięcy<br/>Profil: Uniwersalny";"http://127.0.0.1/product_images/pr_2020_4_22_9_42_44_938_00.jpg";100
"Orochi V2 czarna";"Razer";"Myszki bezprzewodowe";239;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 18000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth<br/>Czas pracy na baterii: Do 425 godzin - Tryb 2.4 GHz, Do 950 godzin - Tryb Bluetooth<br/>Profil: Praworęczny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 18000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth<br/>Czas pracy na baterii: Do 425 godzin - Tryb 2.4 GHz, Do 950 godzin - Tryb Bluetooth<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2021_5_7_23_20_44_52_04.jpg";100
"Rival 3 Wireless";"SteelSeries";"Myszki bezprzewodowe";229;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 18000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth<br/>Czas pracy na baterii: Do 400 godzin - tryb bluetooth<br/>Profil: Praworęczny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 18000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth<br/>Czas pracy na baterii: Do 400 godzin - tryb bluetooth<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2020_9_23_13_3_47_834_00.jpg";100
"DeathAdder V2 X HyperSpeed";"Razer";"Myszki bezprzewodowe";279;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 7<br/>Rozdzielczość: 14000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth<br/>Czas pracy na baterii: Do 235 godzin - tryb HyperSpeed, Do 615 godzin - tryb bluetooth<br/>Profil: Praworęczny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 7<br/>Rozdzielczość: 14000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth<br/>Czas pracy na baterii: Do 235 godzin - tryb HyperSpeed, Do 615 godzin - tryb bluetooth<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2022_1_21_15_30_59_188_00.jpg";100
"BLADE";"Redragon";"Myszki bezprzewodowe";79.99;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 8<br/>Rozdzielczość: 4800 dpi<br/>Interfejs: 2,4 GHz<br/>Profil: Praworęczny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 8<br/>Rozdzielczość: 4800 dpi<br/>Interfejs: 2,4 GHz<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2018_7_7_8_5_55_116_00.jpg";100
"WRM1 BLACK";"MODECOM";"Myszki bezprzewodowe";65;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 1600 dpi<br/>Interfejs: 2,4 GHz<br/>Profil: Uniwersalny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 1600 dpi<br/>Interfejs: 2,4 GHz<br/>Profil: Uniwersalny";"http://127.0.0.1/product_images/pr_2017_7_20_14_35_43_974.jpg";100
"Katar PRO Wireless";"Corsair";"Myszki bezprzewodowe";199.99;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 10000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth<br/>Czas pracy na baterii: Do 135 godzin<br/>Profil: Praworęczny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 10000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth<br/>Czas pracy na baterii: Do 135 godzin<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2020_9_8_10_57_52_67_00.jpg";100
"Cestus 350";"Acer";"Myszki bezprzewodowe";249;"Typ myszy: Dla graczy, Mobilna<br/>Sensor: Optyczny<br/>Liczba przycisków: 8<br/>Rozdzielczość: 16000 dpi<br/>Interfejs: 2,4 GHz, USB<br/>Czas pracy na baterii: Do 50 godzin<br/>Profil: Praworęczny";"Typ myszy: Dla graczy, Mobilna<br/>Sensor: Optyczny<br/>Liczba przycisków: 8<br/>Rozdzielczość: 16000 dpi<br/>Interfejs: 2,4 GHz, USB<br/>Czas pracy na baterii: Do 50 godzin<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2020_7_1_12_39_57_569_02.jpg";100
"PRO";"Logitech";"Myszki bezprzewodowe";459;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 7<br/>Rozdzielczość: 25600 dpi<br/>Interfejs: 2,4 GHz<br/>Czas pracy na baterii: Do 60 godzin<br/>Profil: Uniwersalny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 7<br/>Rozdzielczość: 25600 dpi<br/>Interfejs: 2,4 GHz<br/>Czas pracy na baterii: Do 60 godzin<br/>Profil: Uniwersalny";"http://127.0.0.1/product_images/pr_2022_5_20_12_14_21_528_00.jpg";100
"Viper V2 Pro Black";"Razer";"Myszki bezprzewodowe";629;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 5<br/>Rozdzielczość: 30000 dpi<br/>Interfejs: USB-C<br/>Czas pracy na baterii: Do 80 godzin<br/>Profil: Praworęczny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 5<br/>Rozdzielczość: 30000 dpi<br/>Interfejs: USB-C<br/>Czas pracy na baterii: Do 80 godzin<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2022_5_19_13_41_57_650_00.jpg";100
"Mirage";"Redragon";"Myszki bezprzewodowe";69.99;"Typ myszy: Mobilna<br/>Sensor: Optyczny<br/>Liczba przycisków: 7<br/>Rozdzielczość: 4800 dpi<br/>Interfejs: 2,4 GHz, USB<br/>Profil: Praworęczny";"Typ myszy: Mobilna<br/>Sensor: Optyczny<br/>Liczba przycisków: 7<br/>Rozdzielczość: 4800 dpi<br/>Interfejs: 2,4 GHz, USB<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2020_7_13_11_37_4_377_00.jpg";100
"Dark Core RGB Pro";"Corsair";"Myszki bezprzewodowe";374.99;"Typ myszy: Dla graczy, Multimedialna<br/>Sensor: Optyczny<br/>Liczba przycisków: 8<br/>Rozdzielczość: 18000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth, USB<br/>Czas pracy na baterii: Do 50 godzin<br/>Długość przewodu: 1,8 m<br/>Profil: Praworęczny";"Typ myszy: Dla graczy, Multimedialna<br/>Sensor: Optyczny<br/>Liczba przycisków: 8<br/>Rozdzielczość: 18000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth, USB<br/>Czas pracy na baterii: Do 50 godzin<br/>Długość przewodu: 1,8 m<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2020_4_27_11_53_35_124_00.jpg";100
"Harpoon Wireless (RGB)";"Corsair";"Myszki bezprzewodowe";239;"Typ myszy: Dla graczy, Klasyczna<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 10000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth, USB<br/>Czas pracy na baterii: Do 60 godzin<br/>Długość przewodu: 1,8 m<br/>Profil: Praworęczny";"Typ myszy: Dla graczy, Klasyczna<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 10000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth, USB<br/>Czas pracy na baterii: Do 60 godzin<br/>Długość przewodu: 1,8 m<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2020_4_27_10_45_29_358_00.jpg";100
"G305 LIGHTSPEED mint";"Logitech";"Myszki bezprzewodowe";229;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 12000 dpi<br/>Interfejs: 2,4 GHz<br/>Czas pracy na baterii: Do 9 miesięcy<br/>Profil: Praworęczny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 12000 dpi<br/>Interfejs: 2,4 GHz<br/>Czas pracy na baterii: Do 9 miesięcy<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2022_5_25_9_32_19_166_00.jpg";100
"IMPERIOR";"SpeedLink";"Myszki bezprzewodowe";139.99;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 7<br/>Rozdzielczość: 10000 dpi<br/>Interfejs: 2,4 GHz, USB<br/>Długość przewodu: 1,5 m<br/>Profil: Praworęczny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 7<br/>Rozdzielczość: 10000 dpi<br/>Interfejs: 2,4 GHz, USB<br/>Długość przewodu: 1,5 m<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2022_2_15_7_54_38_593_01.jpg";100
"G305 LIGHTSPEED lilac";"Logitech";"Myszki bezprzewodowe";229;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 12000 dpi<br/>Interfejs: 2,4 GHz<br/>Czas pracy na baterii: Do 9 miesięcy<br/>Profil: Uniwersalny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 12000 dpi<br/>Interfejs: 2,4 GHz<br/>Czas pracy na baterii: Do 9 miesięcy<br/>Profil: Uniwersalny";"http://127.0.0.1/product_images/pr_2020_10_15_13_44_39_847_00.jpg";100
"G305 LIGHTSPEED blue ";"Logitech";"Myszki bezprzewodowe";229;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 12000 dpi<br/>Interfejs: 2,4 GHz<br/>Czas pracy na baterii: Do 9 miesięcy<br/>Profil: Uniwersalny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 12000 dpi<br/>Interfejs: 2,4 GHz<br/>Czas pracy na baterii: Do 9 miesięcy<br/>Profil: Uniwersalny";"http://127.0.0.1/product_images/pr_2020_10_15_13_46_17_511_00.jpg";100
"Sniper Pro";"Redragon";"Myszki bezprzewodowe";159.99;"Typ myszy: Dla graczy, Mobilna<br/>Sensor: Optyczny<br/>Liczba przycisków: 9<br/>Rozdzielczość: 16000 dpi<br/>Interfejs: 2,4 GHz, USB<br/>Czas pracy na baterii: Do 35 godzin<br/>Długość przewodu: 1,8 m<br/>Profil: Praworęczny";"Typ myszy: Dla graczy, Mobilna<br/>Sensor: Optyczny<br/>Liczba przycisków: 9<br/>Rozdzielczość: 16000 dpi<br/>Interfejs: 2,4 GHz, USB<br/>Czas pracy na baterii: Do 35 godzin<br/>Długość przewodu: 1,8 m<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2020_7_13_12_1_44_99_00.jpg";100
"Pro Click";"Razer";"Myszki bezprzewodowe";449;"Typ myszy: Multimedialna, Mobilna<br/>Sensor: Optyczny<br/>Liczba przycisków: 8<br/>Rozdzielczość: 16000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth, USB<br/>Czas pracy na baterii: Do 400 godzin - tryb bluetooth<br/>Długość przewodu: 1,8 m<br/>Profil: Praworęczny";"Typ myszy: Multimedialna, Mobilna<br/>Sensor: Optyczny<br/>Liczba przycisków: 8<br/>Rozdzielczość: 16000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth, USB<br/>Czas pracy na baterii: Do 400 godzin - tryb bluetooth<br/>Długość przewodu: 1,8 m<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2021_2_22_15_42_43_721_00.jpg";100
"Basilisk Ultimate & Mouse Dock";"Razer";"Myszki bezprzewodowe";549;"Typ myszy: Dla graczy, Multimedialna<br/>Sensor: Optyczny<br/>Liczba przycisków: 11<br/>Rozdzielczość: 20000 dpi<br/>Interfejs: 2,4 GHz<br/>Czas pracy na baterii: Do 100 godzin<br/>Profil: Praworęczny";"Typ myszy: Dla graczy, Multimedialna<br/>Sensor: Optyczny<br/>Liczba przycisków: 11<br/>Rozdzielczość: 20000 dpi<br/>Interfejs: 2,4 GHz<br/>Czas pracy na baterii: Do 100 godzin<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2020_4_8_7_43_22_51_00.jpg";100
"MS959W RGB";"Havit";"Myszki bezprzewodowe";129;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 8<br/>Rozdzielczość: 10000 dpi<br/>Interfejs: 2,4 GHz, USB-C<br/>Długość przewodu: 1,6 m<br/>Profil: Praworęczny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 8<br/>Rozdzielczość: 10000 dpi<br/>Interfejs: 2,4 GHz, USB-C<br/>Długość przewodu: 1,6 m<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2022_11_3_14_46_30_923_03.jpg";100
