"Nazwa";"Marka";"Kategorie (x,y,z...)";"Cena zawiera podatek. (brutto)";"Podsumowanie";"Opis";"Adresy URL zdjęcia (x,y,z...)";"Ilość"
"Core i5-11500";"Intel";"Procesory Intel Core i5";1239;"Gniazdo procesora: Socket 1200<br/>Taktowanie: 2.7 GHz<br/>Liczba rdzeni: 6 rdzeni<br/>Cache: 12 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"Gniazdo procesora: Socket 1200<br/>Taktowanie: 2.7 GHz<br/>Liczba rdzeni: 6 rdzeni<br/>Cache: 12 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"http://127.0.0.1/product_images/pr_2021_3_15_9_54_57_565_00.jpg";100
"Celeron G5900";"Intel";"Procesory Intel Celeron";259;"Gniazdo procesora: Socket 1200<br/>Taktowanie: 3.4 GHz<br/>Liczba rdzeni: 2 rdzenie<br/>Cache: 2 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"Gniazdo procesora: Socket 1200<br/>Taktowanie: 3.4 GHz<br/>Liczba rdzeni: 2 rdzenie<br/>Cache: 2 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"http://127.0.0.1/product_images/pr_2020_7_13_18_47_4_510_00.jpg";100
"Core i3-10300";"Intel";"Procesory Intel Core i3";1049;"Gniazdo procesora: Socket 1200<br/>Taktowanie: 3.7 GHz<br/>Liczba rdzeni: 4 rdzenie<br/>Cache: 8 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"Gniazdo procesora: Socket 1200<br/>Taktowanie: 3.7 GHz<br/>Liczba rdzeni: 4 rdzenie<br/>Cache: 8 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"http://127.0.0.1/product_images/pr_2020_5_6_16_8_42_120_00.jpg";100
"Core i3-10320";"Intel";"Procesory Intel Core i3";1099;"Gniazdo procesora: Socket 1200<br/>Taktowanie: 3.8 GHz<br/>Liczba rdzeni: 4 rdzenie<br/>Cache: 8 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"Gniazdo procesora: Socket 1200<br/>Taktowanie: 3.8 GHz<br/>Liczba rdzeni: 4 rdzenie<br/>Cache: 8 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"http://127.0.0.1/product_images/pr_2020_5_6_16_9_18_549_00.jpg";100
"Core i5-10500";"Intel";"Procesory Intel Core i5";1299;"Gniazdo procesora: Socket 1200<br/>Taktowanie: 3.1 GHz<br/>Liczba rdzeni: 6 rdzeni<br/>Cache: 12 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"Gniazdo procesora: Socket 1200<br/>Taktowanie: 3.1 GHz<br/>Liczba rdzeni: 6 rdzeni<br/>Cache: 12 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"http://127.0.0.1/product_images/pr_2020_5_6_15_43_2_54_00.jpg";100
"Core i9-10900";"Intel";"Procesory Intel Core i9";2499;"Gniazdo procesora: Socket 1200<br/>Taktowanie: 2.8 GHz<br/>Liczba rdzeni: 10 rdzeni<br/>Cache: 20 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"Gniazdo procesora: Socket 1200<br/>Taktowanie: 2.8 GHz<br/>Liczba rdzeni: 10 rdzeni<br/>Cache: 20 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"http://127.0.0.1/product_images/pr_2020_5_6_14_59_5_74_01.jpg";100
"Core i9-10940X";"Intel";"Procesory Intel Core i9";4499;"Gniazdo procesora: Socket 2066<br/>Taktowanie: 3.3 GHz<br/>Liczba rdzeni: 14 rdzeni<br/>Cache: 19,25 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"Gniazdo procesora: Socket 2066<br/>Taktowanie: 3.3 GHz<br/>Liczba rdzeni: 14 rdzeni<br/>Cache: 19,25 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"http://127.0.0.1/product_images/pr_2020_5_4_9_32_22_881_00.jpg";100
"Ryzen Threadripper 3990X";"AMD";"Procesory AMD Threadripper";18499;"Gniazdo procesora: Socket sTRX4<br/>Taktowanie: 2.9 GHz<br/>Liczba rdzeni: 64 rdzenie<br/>Cache: 288 MB<br/>Dodatkowe informacje: Obsługa pamięci ECC, Wersja BOX";"Gniazdo procesora: Socket sTRX4<br/>Taktowanie: 2.9 GHz<br/>Liczba rdzeni: 64 rdzenie<br/>Cache: 288 MB<br/>Dodatkowe informacje: Obsługa pamięci ECC, Wersja BOX";"http://127.0.0.1/product_images/pr_2019_11_26_11_52_22_246_00.jpg";100
"Core i9-10900X";"Intel";"Procesory Intel Core i9";3499;"Gniazdo procesora: Socket 2066<br/>Taktowanie: 3.7 GHz<br/>Liczba rdzeni: 10 rdzeni<br/>Cache: 19,25 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"Gniazdo procesora: Socket 2066<br/>Taktowanie: 3.7 GHz<br/>Liczba rdzeni: 10 rdzeni<br/>Cache: 19,25 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"http://127.0.0.1/product_images/pr_2018_12_18_13_50_31_406_00.jpg";100
"Core i9-10920X";"Intel";"Procesory Intel Core i9";3999;"Gniazdo procesora: Socket 2066<br/>Taktowanie: 3.5 GHz<br/>Liczba rdzeni: 12 rdzeni<br/>Cache: 19,25 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"Gniazdo procesora: Socket 2066<br/>Taktowanie: 3.5 GHz<br/>Liczba rdzeni: 12 rdzeni<br/>Cache: 19,25 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"http://127.0.0.1/product_images/pr_2018_12_18_13_57_48_108_00.jpg";100
"Core i9-10980XE";"Intel";"Procesory Intel Core i9";6499;"Gniazdo procesora: Socket 2066<br/>Taktowanie: 3.0 GHz<br/>Liczba rdzeni: 18 rdzeni<br/>Cache: 24,75 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"Gniazdo procesora: Socket 2066<br/>Taktowanie: 3.0 GHz<br/>Liczba rdzeni: 18 rdzeni<br/>Cache: 24,75 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"http://127.0.0.1/product_images/pr_2018_12_18_14_18_59_434_00.jpg";100
"Ryzen Threadripper 3970X";"AMD";"Procesory AMD Threadripper";9899;"Gniazdo procesora: Socket sTRX4<br/>Taktowanie: 3.7 GHz<br/>Liczba rdzeni: 32 rdzenie<br/>Cache: 144 MB<br/>Dodatkowe informacje: Wersja BOX";"Gniazdo procesora: Socket sTRX4<br/>Taktowanie: 3.7 GHz<br/>Liczba rdzeni: 32 rdzenie<br/>Cache: 144 MB<br/>Dodatkowe informacje: Wersja BOX";"http://127.0.0.1/product_images/pr_2019_11_26_12_1_8_544_00.jpg";100
"Ryzen Threadripper 3960X";"AMD";"Procesory AMD Threadripper";7699;"Gniazdo procesora: Socket sTRX4<br/>Taktowanie: 3.8 GHz<br/>Liczba rdzeni: 24 rdzenie<br/>Cache: 140 MB<br/>Dodatkowe informacje: Wersja BOX";"Gniazdo procesora: Socket sTRX4<br/>Taktowanie: 3.8 GHz<br/>Liczba rdzeni: 24 rdzenie<br/>Cache: 140 MB<br/>Dodatkowe informacje: Wersja BOX";"http://127.0.0.1/product_images/pr_2019_11_26_11_52_22_246_00.jpg";100
"Ryzen 9 3950X";"AMD";"Procesory AMD Ryzen 9";3499;"Gniazdo procesora: Socket AM4<br/>Taktowanie: 3.5 GHz<br/>Liczba rdzeni: 16 rdzeni<br/>Cache: 72 MB<br/>Dodatkowe informacje: Wersja BOX";"Gniazdo procesora: Socket AM4<br/>Taktowanie: 3.5 GHz<br/>Liczba rdzeni: 16 rdzeni<br/>Cache: 72 MB<br/>Dodatkowe informacje: Wersja BOX";"http://127.0.0.1/product_images/pr_2019_11_26_11_42_10_696_00.jpg";100
"Core i7-9700";"Intel";"Procesory Intel Core i7";1299;"Gniazdo procesora: Socket 1151<br/>Liczba rdzeni: 8 rdzeni<br/>Cache: 12 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"Gniazdo procesora: Socket 1151<br/>Liczba rdzeni: 8 rdzeni<br/>Cache: 12 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"http://127.0.0.1/product_images/pr_2019_7_18_13_48_57_318_00.jpg";100
